in_dtype,acc_dtype,out_dtype,sf_dtype,sf_vec_size,a_major,b_major,c_major,mma_m,mma_n,cta_m,cta_n,cluster_m,cluster_n,m,n,k,runtime_us
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,7168,257,27.033600211143494
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,7168,257,27.033600211143494
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,7168,257,25.196799635887146
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,7168,257,4096,27.033600211143494
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,7168,257,4096,31.219199299812317
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,7168,257,4096,22.937600314617157
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,7168,257,4096,28.147199749946594
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,7168,257,4096,21.107199788093567
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,7168,257,4096,21.913599967956543
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,7168,257,4096,24.7871994972229
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,7168,257,4096,24.979199469089508
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,7168,257,4096,22.937600314617157
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,7168,257,4096,27.44320034980774
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,7168,257,4096,24.985599517822266
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,7168,257,4096,24.985599517822266
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,7168,257,4096,21.09439969062805
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,7168,257,4096,21.09439969062805
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,7168,257,4096,24.991999566555023
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,7168,257,4096,25.26080012321472
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,2048,7168,104.4543981552124
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,2048,7168,112.64640092849731
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,2048,7168,69.23519968986511
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,2048,7168,74.54079985618591
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,2048,7168,66.76480174064636
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,2048,7168,74.34239983558655
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,2048,7168,68.40959787368774
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,2048,7168,67.58400201797485
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,2048,7168,82.32960104942322
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,2048,7168,89.70239758491516
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,2048,7168,67.58400201797485
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,2048,7168,67.52640008926392
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,2048,7168,72.90880084037781
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,2048,7168,73.72159957885742
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,2048,7168,68.07680130004883
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,2048,7168,66.76480174064636
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,7168,2048,116.73599481582642
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,7168,2048,126.16319656372072
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,7168,2048,74.9567985534668
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,7168,2048,78.64959836006165
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,7168,2048,68.00000071525574
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,7168,2048,69.63199973106384
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,7168,2048,65.26079773902893
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,7168,2048,67.98719763755798
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,7168,2048,86.01599931716919
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,7168,2048,94.2143976688385
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,7168,2048,65.2351975440979
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,7168,2048,67.59039759635925
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,7168,2048,67.26400256156921
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,7168,2048,70.44479846954346
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,7168,2048,66.76480174064636
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,7168,2048,67.99359917640686
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,7168,2048,4096,111.00800037384033
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,7168,2048,4096,118.3743953704834
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,7168,2048,4096,74.1312026977539
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,7168,2048,4096,76.94079875946045
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,7168,2048,4096,68.40959787368774
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,7168,2048,4096,77.00480222702026
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,7168,2048,4096,67.58400201797485
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,7168,2048,4096,67.59039759635925
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,7168,2048,4096,89.70879912376404
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,7168,2048,4096,94.20160055160522
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,7168,2048,4096,68.1984007358551
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,7168,2048,4096,68.81279945373535
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,7168,2048,4096,70.86079716682434
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,7168,2048,4096,79.87200021743774
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,7168,2048,4096,71.67999744415283
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,7168,2048,4096,72.90880084037781
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,2048,7168,4096,109.3824028968811
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,2048,7168,4096,115.50719738006592
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,2048,7168,4096,72.10879921913147
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,2048,7168,4096,75.78240036964417
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,2048,7168,4096,67.17439889907837
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,2048,7168,4096,70.83520293235779
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,2048,7168,4096,67.58400201797485
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,2048,7168,4096,68.40320229530334
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,2048,7168,4096,84.78720188140869
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,2048,7168,4096,91.74399971961975
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,2048,7168,4096,67.58400201797485
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,2048,7168,4096,67.59039759635925
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,2048,7168,4096,70.86079716682434
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,2048,7168,4096,70.04160284996033
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,2048,7168,4096,71.75679802894592
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,2048,7168,4096,72.49919772148132
