in_dtype,acc_dtype,out_dtype,sf_dtype,sf_vec_size,a_major,b_major,c_major,mma_m,mma_n,cta_m,cta_n,cluster_m,cluster_n,m,n,k,runtime_us
e2m1,fp32,fp32,e8m0,16,k,k,n,256,64,128,64,2,1,4096,18432,7168,455.2703857421875
e2m1,fp32,fp32,e8m0,16,k,k,n,256,64,128,64,2,2,4096,18432,7168,506.06079101562494
e2m1,fp32,fp32,e8m0,16,k,k,n,256,128,128,128,2,1,4096,18432,7168,292.4607992172241
e2m1,fp32,fp32,e8m0,16,k,k,n,256,128,128,128,2,2,4096,18432,7168,313.5488033294678
e2m1,fp32,fp32,e8m0,16,k,k,n,256,192,128,192,2,1,4096,18432,7168,268.287992477417
e2m1,fp32,fp32,e8m0,16,k,k,n,256,192,128,192,2,2,4096,18432,7168,290.4063940048218
e2m1,fp32,fp32,e8m0,16,k,k,n,256,256,128,256,2,1,4096,18432,7168,264.1983985900879
e2m1,fp32,fp32,e8m0,16,k,k,n,256,256,128,256,2,2,4096,18432,7168,288.76800537109375
e2m1,fp32,fp32,e8m0,16,k,k,n,256,64,128,64,2,1,4096,7168,18432,429.8687934875488
e2m1,fp32,fp32,e8m0,16,k,k,n,256,64,128,64,2,2,4096,7168,18432,454.860782623291
e2m1,fp32,fp32,e8m0,16,k,k,n,256,128,128,128,2,1,4096,7168,18432,276.0704040527344
e2m1,fp32,fp32,e8m0,16,k,k,n,256,128,128,128,2,2,4096,7168,18432,293.27359199523926
e2m1,fp32,fp32,e8m0,16,k,k,n,256,192,128,192,2,1,4096,7168,18432,259.68639850616455
e2m1,fp32,fp32,e8m0,16,k,k,n,256,192,128,192,2,2,4096,7168,18432,282.2144031524658
e2m1,fp32,fp32,e8m0,16,k,k,n,256,256,128,256,2,1,4096,7168,18432,251.47519111633298
